x,y
10/5/2016,71.67
10/6/2016,69.36
10/7/2016,68.7
10/10/2016,67.98
10/11/2016,67.39
10/12/2016,67.46
10/13/2016,68.23
10/14/2016,68.45
10/17/2016,68.22
10/18/2016,68.87
10/19/2016,68.89
10/20/2016,68.73
10/21/2016,68.34
10/24/2016,69.19
10/25/2016,69.36
10/26/2016,69.59
10/27/2016,69.83
10/28/2016,69.99
10/31/2016,70.02
11/1/2016,69.3
11/2/2016,69.45
11/3/2016,69.63
11/4/2016,69.16
11/7/2016,69.78
11/8/2016,69.79
11/9/2016,71.1
11/10/2016,71.39
11/11/2016,71.23
11/14/2016,70.49
11/15/2016,71.42
11/16/2016,71.39
11/17/2016,69.19
11/18/2016,68.54
11/21/2016,69.37
11/22/2016,70.12
11/23/2016,70.83
11/25/2016,71.23
11/28/2016,71.19
11/29/2016,71.37
11/30/2016,70.43
12/1/2016,70.67
12/2/2016,70.88
12/5/2016,69.94
12/6/2016,70.36
12/7/2016,70.6
12/8/2016,70.34
12/9/2016,70.08
12/12/2016,71.67
12/13/2016,71.8
12/14/2016,71.34
12/15/2016,71.08
12/16/2016,70.98
12/19/2016,71.58
12/20/2016,71.82
12/21/2016,71.24
12/22/2016,69.59
12/23/2016,69.54
12/27/2016,69.7
12/28/2016,69.31
12/29/2016,69.26
12/30/2016,69.12
1/3/2017,68.66
1/4/2017,69.06
1/5/2017,69.21
1/6/2017,68.26
1/9/2017,68.71
1/10/2017,68.23
1/11/2017,68.53
1/12/2017,67.97
1/13/2017,67.13
1/17/2017,68.42
1/18/2017,68.11
1/19/2017,67.62
1/20/2017,67.18
1/23/2017,66.65
1/24/2017,67.4
1/25/2017,66.89
1/26/2017,66.73
1/27/2017,65.66
1/30/2017,66.42
1/31/2017,66.74
2/1/2017,66.23
2/2/2017,66.7
2/3/2017,66.5
2/6/2017,66.4
2/7/2017,66.89
2/8/2017,67.81
2/9/2017,69.08
2/10/2017,68.02
2/13/2017,67.77
2/14/2017,68.66
2/15/2017,68.69
2/16/2017,68.87
2/17/2017,69.37
2/21/2017,71.45
2/22/2017,71.71
2/23/2017,71.31
2/24/2017,72.39
2/27/2017,71.74
2/28/2017,70.93
3/1/2017,70.45
3/2/2017,70.76
3/3/2017,70.03
3/6/2017,69.88
3/7/2017,69.87
3/8/2017,69.8
3/9/2017,69.86
3/10/2017,70.1
3/13/2017,69.95
3/14/2017,70.72
3/15/2017,70.58
3/16/2017,70.44
3/17/2017,69.89
3/20/2017,69.98
3/21/2017,69.9
3/22/2017,70.25
3/23/2017,69.86
3/24/2017,69.61
3/27/2017,69.66
3/28/2017,70.32
3/29/2017,70.74
3/30/2017,71.59
3/31/2017,72.08
4/3/2017,71.83
4/4/2017,72.01
4/5/2017,71.65
4/6/2017,71.43
4/7/2017,72.9
4/10/2017,73.06
4/11/2017,73.43
4/12/2017,73.44
4/13/2017,73.15
4/17/2017,73.49
4/18/2017,73.89
4/19/2017,74.07
4/20/2017,74.8
4/21/2017,74.94
4/24/2017,74.78
4/25/2017,75.05
4/26/2017,75.43
4/27/2017,75.44
4/28/2017,75.18
5/1/2017,75.23
5/2/2017,75.52
5/3/2017,75.76
5/4/2017,76.34
5/5/2017,76.5
5/8/2017,76.12
5/9/2017,76.72
5/10/2017,76.7
5/11/2017,76.13
5/12/2017,75.71
5/15/2017,76.29
5/16/2017,75.11
5/17/2017,75.12
5/18/2017,77.54
5/19/2017,78.77
5/22/2017,78.55
5/23/2017,78.49
5/24/2017,78.15
5/25/2017,78.31
5/26/2017,78.13
5/30/2017,78.15
5/31/2017,78.6
6/1/2017,79.81
6/2/2017,79.62
6/5/2017,80.26
6/6/2017,78.93
6/7/2017,79.15
6/8/2017,78.93
6/9/2017,79.42
6/12/2017,79.24
6/13/2017,79.52
6/14/2017,79.9
6/15/2017,78.91
6/16/2017,75.24
6/19/2017,75.5
6/20/2017,75.54
6/21/2017,76.24
6/22/2017,75.52
6/23/2017,74.84
6/26/2017,75.5
6/27/2017,76.01
6/28/2017,76.51
6/29/2017,75.93
6/30/2017,75.68
7/3/2017,75.36
7/5/2017,75.32
7/6/2017,75.47
7/7/2017,75.33
7/10/2017,73.23
7/11/2017,73.47
7/12/2017,73.94
7/13/2017,75.05
7/14/2017,76.34
7/17/2017,76.37
7/18/2017,76.2
7/19/2017,75.87
7/20/2017,76.02
7/21/2017,76.15
7/24/2017,76.89
7/25/2017,78.52
7/26/2017,78.9
7/27/2017,79.78
7/28/2017,79.81
7/31/2017,79.99
8/1/2017,80.5
8/2/2017,80.53
8/3/2017,80.87
8/4/2017,80.48
8/7/2017,81.28
8/8/2017,81.59
8/9/2017,81.61
8/10/2017,80.66
8/11/2017,80.4
8/14/2017,80.7
8/15/2017,80.77
8/16/2017,80.98
8/17/2017,79.7
8/18/2017,79.31
8/21/2017,79.71
8/22/2017,80.02
8/23/2017,79.96
8/24/2017,78.34
8/25/2017,78.63
8/28/2017,78.03
8/29/2017,78.77
8/30/2017,78.54
8/31/2017,78.07
9/1/2017,78.37
9/5/2017,79.8
9/6/2017,80.08
9/7/2017,80.12
9/8/2017,78.88
9/11/2017,79.08
9/12/2017,79.61
9/13/2017,79.86
9/14/2017,79.68
9/15/2017,80.38
9/18/2017,80
9/19/2017,80.05
9/20/2017,80.5
9/21/2017,80.01
9/22/2017,79.53
9/25/2017,79.15
9/26/2017,79.39
9/27/2017,79.29
9/28/2017,78.95
9/29/2017,78.14
10/2/2017,78.45
10/3/2017,79.22
10/4/2017,79.09
10/5/2017,79.41
10/6/2017,79
10/9/2017,80.53
10/10/2017,84.13
10/11/2017,84.63
10/12/2017,86.1
10/13/2017,86.62
10/16/2017,85.74
10/17/2017,85.98
10/18/2017,86.22
10/19/2017,86.4
10/20/2017,87.44
10/23/2017,88.65
10/24/2017,87.98
10/25/2017,88.48
10/26/2017,88.62
10/27/2017,88.17
10/30/2017,86.95
10/31/2017,87.31
11/1/2017,87.94
11/2/2017,88.8
11/3/2017,89.68
11/6/2017,88.7
11/7/2017,88.95
11/8/2017,90.26
11/9/2017,90.3
11/10/2017,90.92
11/13/2017,90.99
11/14/2017,91.09
11/15/2017,89.83
11/16/2017,99.62
11/17/2017,97.47
11/20/2017,97.48
11/21/2017,96.52
11/22/2017,96.41
11/24/2017,96.62
11/27/2017,96.62
11/28/2017,96.77
11/29/2017,97.56
11/30/2017,97.23
12/1/2017,97.35
12/4/2017,97.01
12/5/2017,97.83
12/6/2017,97.28
12/7/2017,96.78
12/8/2017,96.55
12/11/2017,96.93
12/12/2017,96.7
12/13/2017,97.76
12/14/2017,97.13
12/15/2017,97.11
12/18/2017,97.9
12/19/2017,98.8
12/20/2017,98.75
12/21/2017,98.06
12/22/2017,98.21
12/26/2017,99.16
12/27/2017,99.26
12/28/2017,99.4
12/29/2017,98.75
